,molecule_chembl_id,IC50,units,smiles,pIC50
4198,CHEMBL3746711,1260.0,nM,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.899629454882437
4199,CHEMBL3628907,1260.0,nM,O=C(Nc1cccc(Br)c1)Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1Cl,5.899629454882437
4200,CHEMBL301483,1260.0,nM,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,5.899629454882437
4201,CHEMBL597914,1270.0,nM,CCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.896196279044043
4202,CHEMBL1173783,1270.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(OCc2ccccc2)cc1,5.896196279044043
4203,CHEMBL1272113,1270.0,nM,CC#CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,5.896196279044043
4204,CHEMBL7339,1270.0,nM,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,5.896196279044043
4205,CHEMBL2070194,1290.0,nM,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1cccc2c1OCCO2,5.889410289700751
4206,CHEMBL2426279,1300.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,5.886056647693163
4207,CHEMBL444337,1300.0,nM,COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.886056647693163
4208,CHEMBL3612571,1300.0,nM,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,5.886056647693163
4209,CHEMBL3218001,1300.0,nM,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,5.886056647693163
4210,CHEMBL4079506,1300.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1,5.886056647693163
4211,CHEMBL4076515,1300.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N(C)CCN(C)C)c(C)c4)nc32)C1,5.886056647693163
4212,CHEMBL4071494,1300.0,nM,Oc1ccc(-c2nc(-c3ccco3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,5.886056647693163
4213,CHEMBL56132,1300.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,5.886056647693163
4214,CHEMBL1641992,1300.0,nM,CN1CCN(CCC(=O)Nc2ccc3c(C#N)cnc(Nc4cccc(Br)c4)c3c2)CC1,5.886056647693163
4215,CHEMBL111365,1300.0,nM,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,5.886056647693163
4216,CHEMBL1095154,1300.0,nM,Cl.NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.886056647693163
4217,CHEMBL3425666,1300.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)(C)C)c2)n1,5.886056647693163
4218,CHEMBL335718,1300.0,nM,CCCCC(O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.886056647693163
4219,CHEMBL3425662,1300.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1,5.886056647693163
4220,CHEMBL505637,1300.0,nM,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,5.886056647693163
4221,CHEMBL78206,1300.0,nM,CC(C)(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.886056647693163
4222,CHEMBL369014,1300.0,nM,CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,5.886056647693163
4223,CHEMBL3325475,1300.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,5.886056647693163
4224,CHEMBL518803,1300.0,nM,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]ccc45)cc3)nc2c1,5.886056647693163
4225,CHEMBL424302,1300.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,5.886056647693163
4226,CHEMBL3263366,1320.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc4ccccc34)C2)cc1C,5.8794260687941495
4227,CHEMBL483313,1320.0,nM,Nc1nc(Nc2ccc(Cl)cc2F)c2cc(CCc3ccccc3)[nH]c2n1,5.8794260687941495
4228,CHEMBL4448691,1322.0,nM,C=CC(=O)Nc1cccc(-c2c(C)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.878768544850379
4229,CHEMBL4092003,1328.0,nM,CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,5.876801924968001
4230,CHEMBL3234743,1330.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1,5.876148359032914
4231,CHEMBL3760090,1330.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.876148359032914
4232,CHEMBL3628792,1330.0,nM,Fc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1Cl,5.876148359032914
4233,CHEMBL592200,1340.0,nM,Oc1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,5.872895201635192
4234,CHEMBL3759754,1350.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCOCC1,5.8696662315049934
4235,CHEMBL592153,1350.0,nM,CCCCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.8696662315049934
4236,CHEMBL1958022,1350.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,5.8696662315049934
4237,CHEMBL177688,1360.0,nM,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.866461091629782
4238,CHEMBL432738,1360.0,nM,CCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,5.866461091629782
4239,CHEMBL1173456,1360.0,nM,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Cl)cc3)C2)cc1C,5.866461091629782
4240,CHEMBL437197,1362.6,nM,COc1cc2ncnc(Nc3cccc(C#CCCCO)c3)c2cc1OC,5.865631615396621
4241,CHEMBL96627,1367.0,nM,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,5.864231485432178
4242,CHEMBL3263961,1370.0,nM,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.863279432843593
4243,CHEMBL1094492,1370.0,nM,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl,5.863279432843593
4244,CHEMBL3918367,1370.0,nM,Cc1cccc2c1nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,5.863279432843593
4245,CHEMBL3416619,1374.0,nM,Brc1cc2c(NCc3cccs3)ncnc2s1,5.862013267276469
4246,CHEMBL2442329,1380.0,nM,COc1cc(O)c2c(=O)n(-c3cccc(C(=O)N4CCCCC4)c3)ccc2c1,5.860120913598763
4247,CHEMBL205783,1384.0,nM,COc1cc(OC2CCOCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,5.858863909879261
4248,CHEMBL1241768,1400.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCOC1,5.853871964321762
4249,CHEMBL1240554,1400.0,nM,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,5.853871964321762
4250,CHEMBL173453,1400.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CNCCO)cc1,5.853871964321762
4251,CHEMBL2064382,1400.0,nM,CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.853871964321762
4252,CHEMBL1242758,1400.0,nM,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,5.853871964321762
4253,CHEMBL1242029,1400.0,nM,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.853871964321762
4254,CHEMBL1241864,1400.0,nM,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,5.853871964321762
4255,CHEMBL1242377,1400.0,nM,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,5.853871964321762
4256,CHEMBL4588486,1400.0,nM,COc1ccc2nc3sc(C(=O)Nc4ccc(C(=O)/C=C/c5cc(OC)c(OC)c(OC)c5)cc4)cc3cc2c1,5.853871964321762
4257,CHEMBL50470,1400.0,nM,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.853871964321762
4258,CHEMBL4244030,1400.0,nM,NCCCCCCC(=S)N/N=C1\CC2(CCCCC2)Oc2c1ccc1ccccc21,5.853871964321762
4259,CHEMBL418906,1400.0,nM,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.853871964321762
4260,CHEMBL595374,1400.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OCCCN1CCN(C)CC1,5.853871964321762
4261,CHEMBL593770,1400.0,nM,COc1cc2c(N(C)c3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.853871964321762
4262,CHEMBL606413,1400.0,nM,CN(C)c1cccc2c(S(=O)(=O)NCCN/N=N/c3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)cccc12,5.853871964321762
4263,CHEMBL49350,1400.0,nM,O=C(NCCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.853871964321762
4264,CHEMBL48436,1400.0,nM,O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.853871964321762
4265,CHEMBL4281413,1409.0,nM,O=C(Nc1cc(Nc2ccc(Cl)cc2)ncn1)c1ccc(F)cc1,5.851089006890644
4266,CHEMBL4204937,1410.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCOCc3ccccc3)c2)n1,5.85078088734462
4267,CHEMBL65848,1410.0,nM,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5.85078088734462
4268,CHEMBL2047022,1410.0,nM,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1)NO,5.85078088734462
4269,CHEMBL2047016,1410.0,nM,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2cccc(F)c2)c1)NO,5.85078088734462
4270,CHEMBL257873,1430.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2F)cn1,5.844663962534938
4271,CHEMBL553,1450.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,5.838631997765026
4272,CHEMBL3746642,1450.0,nM,CC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.838631997765026
4273,CHEMBL3633942,1460.0,nM,CCOC(=O)C(=CNC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1)C(=O)OCC,5.835647144215563
4274,CHEMBL54784,1460.0,nM,c1ccc(CNc2ncnc3ccncc23)cc1,5.835647144215563
4275,CHEMBL592481,1460.0,nM,O=C1CSC(N/N=C/c2cc(Cl)cc(Cl)c2O)=N1,5.835647144215563
4276,CHEMBL169065,1470.0,nM,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,5.8326826652518236
4277,CHEMBL75880,1485.2,nM,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,5.828215059445879
4278,CHEMBL589830,1490.0,nM,O=C(Nc1ccc(Cl)cc1)c1ccc(N(CCCl)CCCl)cc1,5.826813731587726
4279,CHEMBL544538,1500.0,nM,C=C(CN1CCNCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.823908740944319
4280,CHEMBL4279008,1500.0,nM,COc1ccc(-c2nc3sc(-c4ccc(Cl)cc4)cn3n2)cc1,5.823908740944319
4281,CHEMBL77401,1500.0,nM,COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.823908740944319
4282,CHEMBL2385964,1500.0,nM,Cc1ncc(C#N)c(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1,5.823908740944319
4283,CHEMBL2316142,1500.0,nM,COc1cc(/C=C2\CCC/C(=C\c3ccccc3Cl)C2=O)cc(OC)c1,5.823908740944319
4284,CHEMBL2424796,1500.0,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)s4)cc23)c1,5.823908740944319
4285,CHEMBL542893,1500.0,nM,Cl.O=C(CCN1CCOCC1)c1ccc(OCc2ccccc2)cc1,5.823908740944319
4286,CHEMBL4207305,1500.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CO)c2)n1,5.823908740944319
4287,CHEMBL473556,1500.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC,5.823908740944319
4288,CHEMBL3612599,1500.0,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C)cc(C)c4)c3cc21,5.823908740944319
4289,CHEMBL1946846,1500.0,nM,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(Cl)cc2)n1,5.823908740944319
4290,CHEMBL204965,1500.0,nM,Fc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,5.823908740944319
4291,CHEMBL360190,1500.0,nM,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,5.823908740944319
4292,CHEMBL544770,1500.0,nM,CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.823908740944319
4293,CHEMBL2385979,1500.0,nM,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.823908740944319
4294,CHEMBL2221249,1500.0,nM,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,5.823908740944319
4295,CHEMBL3739812,1510.0,nM,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1,5.821023052706831
4296,CHEMBL1828863,1510.0,nM,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Cl)cc1,5.821023052706831
4297,CHEMBL1929305,1510.0,nM,Nc1ccccc1-c1nnc(SCc2ccccc2)o1,5.821023052706831
4298,CHEMBL171545,1530.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1,5.815308569182401
4299,CHEMBL56319,1530.0,nM,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,5.815308569182401
4300,CHEMBL59145,1540.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,5.8124792791635365
4301,CHEMBL2426287,1550.0,nM,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,5.809668301829708
4302,CHEMBL2047025,1560.0,nM,COc1cc(O)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)CCCCCC(=O)NO,5.806875401645538
4303,CHEMBL1830269,1570.0,nM,NC(=S)N/N=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,5.804100347590767
4304,CHEMBL1241678,1580.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@H]1CCOC1,5.801342913045577
4305,CHEMBL3092320,1581.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)(F)C1,5.801068130067791
4306,CHEMBL591495,1589.0,nM,CCCCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.798876102792621
4307,CHEMBL4215164,1590.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCO)c2)n1,5.798602875679549
4308,CHEMBL491677,1600.0,nM,COc1cc2ncnc(Nc3ccc(N4Cc5ccccc5C4)cc3)c2cc1OC,5.795880017344075
4309,CHEMBL4087383,1600.0,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,5.795880017344075
4310,CHEMBL4464785,1600.0,nM,COc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5ccccc5nc4s3)cc2)cc1OC,5.795880017344075
4311,CHEMBL144159,1600.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1cccc(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c1,5.795880017344075
4312,CHEMBL2316140,1600.0,nM,COc1cc(/C=C2\CCC/C(=C\c3ccccc3)C2=O)cc(OC)c1,5.795880017344075
4313,CHEMBL114728,1600.0,nM,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,5.795880017344075
4314,CHEMBL78685,1600.0,nM,c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3s2)cc1,5.795880017344075
4315,CHEMBL417941,1600.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.795880017344075
4316,CHEMBL372692,1600.0,nM,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.795880017344075
4317,CHEMBL464721,1600.0,nM,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]1C[C@@H](O)[C@H](C(=O)O)O1,5.795880017344075
4318,CHEMBL401930,1600.0,nM,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,5.795880017344075
4319,CHEMBL248220,1610.0,nM,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCc1ccccc1,5.79317412396815
4320,CHEMBL2152704,1620.0,nM,Cc1ccc(O)cc1-n1c(=O)c2c(c3c(N)ncnc31)CCCC2,5.790484985457369
4321,CHEMBL326811,1620.0,nM,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.790484985457369
4322,CHEMBL4522613,1621.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccccc34)n1)CSCC2,5.790216985151485
4323,CHEMBL3098321,1630.0,nM,CNS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)cc1,5.787812395596042
4324,CHEMBL2070190,1630.0,nM,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)c1cccc2c1OCCO2,5.787812395596042
4325,CHEMBL1098119,1630.0,nM,Cl.NCCc1cn(CCCCCc2ccccc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.787812395596042
4326,CHEMBL1928711,1640.0,nM,Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.785156151952302
4327,CHEMBL398963,1640.6,nM,Fc1ccc(Nc2ncnc3ccc(C#Cc4cccs4)cc23)cc1Cl,5.784997292785048
4328,CHEMBL399736,1643.6,nM,COc1cc2ncnc(Nc3cccc(C#CCO)c3)c2cc1OC,5.784203867410167
4329,CHEMBL457250,1650.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5ccccn5)cc4)c3s2)C1)N1CCOCC1,5.782516055786093
4330,CHEMBL1958214,1660.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,5.779891911959945
4331,CHEMBL499344,1670.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccccc3)[nH]c2n1,5.777283528852417
4332,CHEMBL1242109,1670.0,nM,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,5.777283528852417
4333,CHEMBL1928954,1671.0,nM,O=C(/C=C/c1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,5.777023550106609
4334,CHEMBL48614,1680.0,nM,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,5.774690718274137
4335,CHEMBL3741245,1680.0,nM,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,5.774690718274137
4336,CHEMBL597492,1688.0,nM,COc1cc(C2=C(c3c[nH]c4ccc(I)cc34)C(=O)NC2=O)cc(OC)c1OC,5.772627557710363
4337,CHEMBL4454709,1689.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccc(F)cc34)n1)CSCC2,5.772370350428991
4338,CHEMBL208849,1693.0,nM,Cc1cccc(Nc2ncnc3ccc(NC(=O)N(C)CCCl)cc23)c1,5.771343041891065
4339,CHEMBL3604937,1700.0,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,5.769551078621726
4340,CHEMBL4289274,1700.0,nM,COc1cc(-c2nc3sc(-c4ccc(Cl)cc4)cn3n2)cc(OC)c1OC,5.769551078621726
4341,CHEMBL158275,1700.0,nM,Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,5.769551078621726
4342,CHEMBL203132,1700.0,nM,Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,5.769551078621726
4343,CHEMBL57251,1700.0,nM,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,5.769551078621726
4344,CHEMBL443906,1700.0,nM,c1cc(Nc2ncnc3[nH]cnc23)cc(-c2nc3ccccc3s2)c1,5.769551078621726
4345,CHEMBL453737,1700.0,nM,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,5.769551078621726
4346,CHEMBL4208224,1700.0,nM,Cc1c2cc(Cl)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12,5.769551078621726
4347,CHEMBL4447797,1700.0,nM,COc1cc2nccc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OC,5.769551078621726
4348,CHEMBL505896,1700.0,nM,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,5.769551078621726
4349,CHEMBL56455,1700.0,nM,COc1ccc(CCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1OC,5.769551078621726
4350,CHEMBL2064394,1700.0,nM,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c3cc2n1CCCN1CCOCC1,5.769551078621726
4351,CHEMBL3604935,1700.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/CN(C)C)cc3)n2)n[nH]1,5.769551078621726
4352,CHEMBL322066,1704.0,nM,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC,5.768530409569319
4353,CHEMBL3092300,1715.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC2(CC1)OCCO2,5.7657358756212105
4354,CHEMBL591910,1720.0,nM,O=C1CSC(N/N=C/c2ccc(Br)cc2)=N1,5.764471553092451
4355,CHEMBL592711,1720.0,nM,O=C(Nc1ccc(F)cc1)c1ccc(N(CCCl)CCCl)cc1,5.764471553092451
4356,CHEMBL598305,1720.0,nM,CCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.764471553092451
4357,CHEMBL1821862,1730.0,nM,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(F)cc3)C2)cc1C,5.761953896871205
4358,CHEMBL4472571,1753.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccccc34)n1)CS(=O)(=O)CC2,5.756218083906205
4359,CHEMBL592201,1760.0,nM,Oc1c(Br)cc(Br)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,5.75448733218585
4360,CHEMBL1242111,1770.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,5.752026733638193
4361,CHEMBL3960332,1791.0,nM,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,5.746904414150968
4362,CHEMBL3233769,1792.0,nM,C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.746661994673893
4363,CHEMBL2047021,1800.0,nM,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(Cl)c2)c1)NO,5.7447274948966935
